WellNo,County,CoName,Hole,SideTrck,Completion,Well_Typ,Field,Wl_Status,Well_Nm,town,Prod Form
0,Cayuga,"OI Auburn, Inc.",15661,00,00,GE,West Auburn,AC,Emery D & D A123-B1,Aurelius,Queenston
0,Chautauqua,PPP Future Development Inc.,10472,00,00,Oil,Lakeshore,SI,Smith W&M Fee 4,Arkwright,Medina
0,Cattaraugus,BDH Oil Inc.,65066,00,00,OD,Chipmunk,PA,Nichols Run Fo-6,Allegany,Chipmunk & Bradford 2nd
0,Seneca,Minard Run Oil Company,20700,00,00,Oil,Fayette-Waterloo,AC,Keefer 970-1,Varick,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",14774,00,00,Oil,Lakeshore,AC,Potter 1,Ripley,Medina
0,Cattaraugus,Oily Ann Oil And Gas Inc.,55097,00,00,OD,Five Mile,PA,Kolata 7,Olean,Bradford
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,64098,00,00,OD,Four Mile,AC,Minderler 3,Allegany,Bradford
0,Livingston,PPP Future Development Inc.,19611,00,00,Oil,Leicester,AC,Degraff 1,Leicester,Medina
0,Livingston,PPP Future Development Inc.,19611,00,00,Oil,Leicester,AC,Degraff 1,Leicester,Medina
0,Wyoming,United States Gypsum Company,20847,00,00,Oil,Danley Corners,AC,"Willey, K. 1",Bennington,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11281,00,00,Oil,Lakeshore,AC,Morse 2,Pomfret,Medina
0,Genesee,United States Gypsum Company,16181,00,00,Oil,Huron Creek,PA,Java 2,Pembroke,Medina
0,Chautauqua,"Republic Light, Heat & Power",01518,00,00,Oil,Lakeshore,UM,Miner H S 3,Sheridan,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11614,00,00,Oil,Lakeshore,AC,Niedbalski 301,Portland,Medina
0,Livingston,PPP Future Development Inc.,13841,00,00,Oil,Silver Lake,AC,Page 1,Leicester,Medina
0,Erie,Seneca Nation of Indians,66442,00,00,Oil,Lakeview,UN,Pierce 1676-I,Brant,Medina
0,Ontario,Unknown,04956,00,00,DW,Not Applicable,UM,Water Well 3,Manchester,Not Applicable
0,Wyoming,United States Gypsum Company,20796,00,00,Oil,Danley Corners,PA,"Bacon, J. 1",Bennington,Medina
0,Cattaraugus,"McElhaney, Richard F. & Alberta E.",13537,00,00,GW,Jersey Hollow,IN,Folkes 20607-T,Mansfield,Medina
0,Chautauqua,"Empire Energy E & P, LLC",10417,00,00,Oil,Lakeshore,AC,Lesch 1116,Pomfret,Medina
0,Chautauqua,"Empire Energy E & P, LLC",19226,00,00,Oil,Lakeshore,AC,"Hall, F 2",Ellington,Medina
0,Erie,Whiting Door Manufacturing Corp.,13068,00,00,Oil,Akron,AC,Whiting 1,Newstead,Grimsby
0,Chautauqua,Reservation Gas,01532,00,00,Oil,Lakeshore,UL,Dickenson Harley 1,Hanover,Medina
0,Steuben,Unknown,01227,00,00,OD,Andover,UM,Richards,Greenwood,Not Applicable
0,Erie,"Pan Energy Company, Inc.",21859,00,00,Oil,Concord,PA,Kissing Bridge 2,Colden,Medina
0,Livingston,PPP Future Development Inc.,13950,00,00,Oil,Silver Lake,AC,Sliker 1,Leicester,Medina
0,Chautauqua,"Empire Energy E & P, LLC",15454,00,00,Oil,Lakeshore,AC,"Gibbs,H 2",Chautauqua,Medina
0,Allegany,Moose Oil Co.,61122,00,00,IW,Richburg,PA,Tullar p-5,Bolivar,Waugh & Porter
0,Chautauqua,"Stedman Energy, Inc.",14390,00,00,Oil,Lakeshore,AC,3120 Ferro Alloy,Sherman,Medina
0,Allegany,"Tjhung, Frank T.",69964,00,00,OD,Fulmer Valley,UL,GPS 1128,Wellsville,Not Applicable
0,Chautauqua,Unknown,00760,00,00,Oil,Not Applicable,UM,Wiltsie John,Carroll,Not Applicable
0,Erie,"Pan Energy Company, Inc.",18270,00,00,Oil,Concord,PA,Kissing Bridge 1,Concord,Medina
0,Ontario,"Empire Energy E & P, LLC",04004,00,00,GW,East Bloomfield,AC,Lucey 6667,East Bloomfield,Medina
0,Allegany,Klein Oil & Logging,19093,00,00,OD,Richburg,AC,Black 53,Alma,Richburg
0,Ontario,NYS Natural Gas Corp.,02226,00,00,Oil,Geneva,UM,Patrick Albert 2,Phelps,Niagara
0,Chautauqua,PPP Future Development Inc.,17283,00,00,Oil,Lakeshore,AC,Hess 2,Cherry Creek,Medina
0,Chautauqua,PPP Future Development Inc.,15676,00,00,GW,Lakeshore,AC,"Hydrocarbon, F.S.1",Ellicott,Grimsby
0,Chautauqua,"Conti, John A.",66557,00,00,OD,Busti,IN,Fee 2,Busti,Glade
0,Cattaraugus,"Severtson, James C.",06767,00,00,OD,Chipmunk,AC,Homer Farm 31,Allegany,Chipmunk
0,Allegany,"Simon of Bolivar Enterprises, Inc.",66281,00,00,OD,Richburg,AC,Andrews 3 (P3),Bolivar,Richburg
0,Chautauqua,"Four Winds of Lake Erie, LLC",13899,00,00,Oil,Lakeshore,IN,Tony's Fee 2,Portland,Medina
0,Chautauqua,"K. Petroleum, Inc.",19381,00,00,Oil,Lakeshore,IN,Anderson/Mackenzie 2-283,Ellery,Medina
0,Erie,Iroquois Gas Corp.,04936,00,00,Oil,Alden-Lancaster,PA,Marle 1290,Lancaster,Medina
0,Cayuga,Minard Run Oil Company,20612,00,00,Oil,West Auburn,AC,Hoskins 1034-3,Aurelius,Queenston
0,Onondaga,Onondaga Gas Co.,00888,00,00,Oil,Baldwinsville,UL,Kendall,Lysander,Trenton
0,Oswego,Pulaski Gas & Oil,02514,00,00,Oil,Pulaski,UM,Nelson 0,Richland,Trenton
0,Allegany,Unknown,05079,00,00,NL,Not Applicable,UN,Lot 78 17,Alma,Not Applicable
0,Cattaraugus,Miller Oil Co.,65863,00,00,OD,Bradford,NR,Kinley k14,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",04671,00,00,GW,Lakeshore,AC,Isley N 1173,Ellery,Medina
0,Erie,"Stedman Energy, Inc.",19976,00,00,Oil,Brant-Eden,AC,Janik 3,Brant,Medina
0,Allegany,Klein Oil & Logging,09562,00,00,OD,Beech Hill-Independence,AC,Austin-Bayard 35,Independence,Fulmer Valley
0,Cattaraugus,"Empire Energy E & P, LLC",17091,00,00,Oil,Lakeshore,AC,"Mast, A 1",Conewango,Medina
0,Genesee,United States Gypsum Company,13917,00,00,Oil,Huron Creek,AC,Burkhardt 1,Darien,Medina
0,Chautauqua,Not Applicable,00777,00,00,NL,Lakeshore,VP,Voided Permit,Arkwright,Medina
0,Chautauqua,PPP Future Development Inc.,22462,00,00,Oil,Lakeshore,AC,"Selanne, T 1",Busti,Medina
0,Cattaraugus,"Mills, Cary",20764,00,00,OD,Bradford,AC,Hamm 13,Carrollton,Bradford & Chipmunk
0,Allegany,Emerald Oil Company LLC,60838,00,00,OD,Richburg,UL,Putnam-Jordan 7,Wirt,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",17213,00,00,Oil,Lakeshore,AC,"Walters, H 1",Randolph,Medina
0,Allegany,"Hogan Energy, Inc.",69763,00,00,OD,Clarksville,NR,Nichols 11,Clarksville,Not Applicable
0,Cattaraugus,"Stephan, Philip D.",63646,00,00,OD,Chipmunk,IN,Pfeiffer 25,Allegany,Chipmunk
0,Allegany,"Tjhung, Frank T.",69966,00,00,OD,Fulmer Valley,UL,GPS 1131,Wellsville,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",13778,00,00,Oil,Lakeshore,AC,Schwartz 576,Chautauqua,Medina
0,Chautauqua,"Empire Energy E & P, LLC",18955,00,00,Oil,Lakeshore,AC,Jamestown School 2,Poland,Medina
0,Cayuga,Minard Run Oil Company,21322,00,00,Oil,West Auburn,AC,Webster 1199,Aurelius,Queenston
0,Cattaraugus,"Empire Energy E & P, LLC",14501,00,00,GE,Lakeshore,AC,Inman (Babcock) 1690-I,Persia,Medina
0,Allegany,PPP Future Development Inc.,22430,00,00,OD,Fulmer Valley,AC,"Dean, J 1",Andover,Fulmer Valley
0,Allegany,Emerald Oil Company LLC,60769,00,00,OD,Richburg,UL,Pitzrick 8,Wirt,Richburg
0,Allegany,"Paffie, Ronald L.",68579,00,00,OD,Richburg,NR,Vorhees 2 (1285),Bolivar,Richburg
0,Allegany,Moose Oil Co.,61107,00,00,OD,Richburg,UL,Tullar 027,Bolivar,Waugh & Porter
0,Allegany,"Simon of Bolivar Enterprises, Inc.",14337,00,00,OD,Richburg,AC,Bliss 25,Genesee,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",16850,00,00,Oil,Lakeshore,AC,"Grapka, E 1",Leon,Medina
0,Erie,"Basinski, Gerald S.",13054,00,00,Oil,Alden-Lancaster,AC,1 Rudnick,Marilla,Medina
0,Chautauqua,"Stedman Energy, Inc.",22404,00,00,Oil,Lakeshore,AC,Burkholder 2,Sherman,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",68174,00,00,IW,Richburg,PA,A&F Oil Co. 034,Genesee,Richburg
0,Chautauqua,"Republic Light, Heat & Power",01530,00,00,Oil,Lakeshore,UN,Ransom William 1,Sheridan,Medina
0,Cayuga,"F & G Exploration, LLC",17953,00,00,Oil,West Auburn,AC,Rice 1,Springport,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",11922,00,00,Oil,Lakeshore,AC,Frey 1265 1,Pomfret,Medina
0,Cayuga,"F & G Exploration, LLC",13738,00,00,Oil,West Auburn,AC,Patterson W W 1,Springport,Queenston
0,Cattaraugus,Case Brothers Inc.,62862,00,00,OD,Chipmunk,PA,George 36,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",16900,00,00,Oil,Lakeshore,AC,"Bemis, M 3",French Creek,Medina
0,Allegany,Knights Creek Oil Co.,69886,00,00,OD,Richburg,UN,Norton C. 1035(G),Scio,Not Applicable
0,Genesee,United States Gypsum Company,19626,00,00,Oil,Indian Falls,AC,"Klotzbach, L. 1",Oakfield,Medina
0,Onondaga,Meridian Gas Co.,02407,00,00,Oil,Baldwinsville,UM,Deline,Lysander,Not Applicable
0,Allegany,Collins Oil Co.,67726,00,00,OD,Richburg,IN,Coats 16,Wirt,Richburg
0,Steuben,Penn York Natural Gas,00138,00,00,DW,Not Applicable,PA,Freeborn 1,Howard,Not Applicable
0,Schuyler,"TE Products Pipeline Co., LLC Teppco",04400,00,00,DW,Not Applicable,PA,Watkins Storage 1,Dix,Not Applicable
0,Allegany,"Tjhung, Frank T.",69967,00,00,OD,Fulmer Valley,UL,GPS 1132,Wellsville,Not Applicable
0,Chautauqua,PPP Future Development Inc.,11731,00,00,Oil,Lakeshore,AC,Boyd 1,Pomfret,Medina
0,Chautauqua,PPP Future Development Inc.,11731,00,00,Oil,Lakeshore,AC,Boyd 1,Pomfret,Medina
0,Chautauqua,"Johnson, Mark & Troy",04376,00,00,OD,Busti,AC,Curtis 2,Busti,Glade
0,Chautauqua,"Empire Energy E & P, LLC",11891,00,00,Oil,Lakeshore,AC,Kelly 415,Stockton,Medina
0,Chautauqua,"Empire Energy E & P, LLC",12942,00,00,Oil,Lakeshore,AC,Catania 1,Pomfret,Medina
0,Chautauqua,"Stedman Energy, Inc.",16309,00,00,Oil,Lakeshore,AC,NYSRA 6-4,Stockton,Medina
0,Chautauqua,"Empire Energy E & P, LLC",19925,00,00,Oil,Lakeshore,AC,Cold Spring Constr. 1,Poland,Medina
0,Delaware,Penn York Drilling Co.,04009,00,00,GW,Not Applicable,UL,Doyon 2,Hancock,Not Applicable
0,Allegany,"Collins, Dave",63992,00,00,OD,Richburg,IN,Vincent 163,Scio,Richburg
0,Allegany,Pine Oil Co.,65708,00,00,IW,Richburg,IN,Pine Oil 121,Genesee,Richburg
0,Allegany,"Hogan Energy, Inc.",18608,00,00,OD,Clarksville,PA,Liberty Oil Cr5,Clarksville,Clarksville
0,Chautauqua,"Empire Energy E & P, LLC",11705,00,00,Oil,Lakeshore,AC,Legters Bros 1,French Creek,Medina
0,Chautauqua,"Empire Energy E & P, LLC",13544,00,00,Oil,Lakeshore,AC,"McDonald, W 1",Ripley,Medina
0,Ontario,NYS Natural Gas Corp.,00903,00,00,Oil,Geneva,UM,Dennington 0,Phelps,Niagara
0,Genesee,United States Gypsum Company,17398,00,00,Oil,Danley Corners,AC,"Burkhardt, J. 1",Darien,Medina
0,Allegany,Karen D. Mott & Mark D. Covert,67371,00,00,OD,Richburg,IN,Cobble 06,Wirt,Richburg
0,Allegany,"Sturdevant, Walter B.",66121,00,00,OD,Richburg,UL,6 Well,Scio,Richburg
0,Chautauqua,"Republic Light, Heat & Power",01524,00,00,Oil,Lakeshore,UM,Tilly H 2,Arkwright,Medina
0,Allegany,Pine Oil Co.,65684,00,00,OD,Richburg,AC,Pine Oil 29,Genesee,Richburg
0,Cattaraugus,"Stephan, Philip D.",63885,00,00,OD,Four Mile,IN,Klice 1,Allegany,Bradford Third
0,Allegany,"Sturdevant, Walter B.",67508,00,00,OD,Richburg,UM,Sloan w13,Bolivar,Richburg
0,Chautauqua,PPP Future Development Inc.,12537,00,00,Oil,Lakeshore,AC,Horton NY 21,Cherry Creek,Medina
0,Cayuga,Minard Run Oil Company,20659,00,00,Oil,West Auburn,AC,Hoskins 1077-5,Aurelius,Queenston
0,Cattaraugus,"Nucomer Energy, LLC",17264,00,00,Oil,Lakeshore,AC,Bliss 226,Dayton,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11275,00,00,Oil,Lakeshore,AC,McGuinn R. 1 Unit 255,Portland,Medina
0,Tompkins,NYS Natural Gas Corp.,01322,00,00,DW,Not Applicable,PA,Beck John 1,Groton,Oriskany
0,Allegany,Pine Oil Co.,65713,00,00,IW,Richburg,IN,Pine Oil 126,Genesee,Richburg
0,Steuben,"Yahn & Yahn, Inc.",08030,00,00,OD,Beech Hill-Independence,PA,Barney 015,West Union,Fulmer Valley
0,Cattaraugus,Case Brothers Inc.,21931,00,00,OD,Chipmunk,AC,Case 19,Carrollton,"Chipmunk, Bradford 1st & 2nd"
0,Chautauqua,"Empire Energy E & P, LLC",17277,00,00,Oil,Lakeshore,AC,"Cooper,J 6",Poland,Medina
0,Chautauqua,National Fuel Gas Supply Corporation,55184,00,00,ST,Nashville,AC,Hall I-1712,Hanover,Medina
0,Erie,Village of Depew,19969,00,00,Oil,Alden-Lancaster,PA,Village of Depew 2,Cheektowaga,Medina
0,Chautauqua,"Empire Energy E & P, LLC",13575,00,00,Oil,Lakeshore,AC,Bull 1212,Pomfret,Medina
0,Allegany,Emerald Oil Company LLC,60763,00,00,OD,Richburg,UL,Pitzrick 2,Wirt,Richburg
0,Cattaraugus,"Copper Ridge Oil, Inc.",13074,00,00,OD,Five Mile,AC,Kolota K-15,Olean,Bradford
0,Cattaraugus,BDH Oil Inc.,10984,00,00,IW,Chipmunk,UL,Nichols Run Hw-227,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Empire Energy E & P, LLC",10111,00,00,Oil,Lakeshore,AC,Metzler 1,Pomfret,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11514,00,00,Oil,Lakeshore,AC,Swanson 330,Stockton,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",18074,00,00,Oil,Lakeshore,AC,E Hebner 1,Otto,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",66293,00,00,IW,Richburg,PA,Wheeler 15 (W15),Bolivar,Richburg
0,Genesee,United States Gypsum Company,17384,00,00,Oil,Alden-Lancaster,AC,Diehl 1,Darien,Medina
0,Chautauqua,"Empire Energy E & P, LLC",15903,00,00,Oil,Lakeshore,AC,"Gravink,P 2",French Creek,Medina
0,Allegany,"Saint John Exploration & Production, Inc.",63929,00,00,OD,Richburg,IN,Trio Farm 113,Bolivar,Richburg
0,Chautauqua,PPP Future Development Inc.,17174,00,00,Oil,Lakeshore,AC,Smallback NY 31,Cherry Creek,Medina
0,Chautauqua,"Empire Energy E & P, LLC",20985,00,00,Oil,Lakeshore,AC,Matson Hardwoods 1,French Creek,Medina
0,Tompkins,NYS Natural Gas Corp.,00500,00,00,DW,Not Applicable,UN,Stoddard Frank 1,Groton,Not Applicable
0,Genesee,Alden Batavia Natural Gas Co.,02908,00,00,Oil,Pavilion,UM,Cook,Pavilion,Medina
0,Cattaraugus,"Little, Jay R.",65383,00,00,OD,Chipmunk,AC,Pfouts I 5,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",20180,00,00,Oil,Lakeshore,AC,"Carlson, L 4",Poland,Medina
0,Allegany,"Lane Oil Company, LLC",66227,00,00,IW,Ford's Brook,IN,Fassett w15,Alma,Richburg
0,Cattaraugus,Cal Ban Corp.,09232,00,00,OD,Five Mile,NR,Cash Kinley 16,Allegany,Bradford
0,Cattaraugus,"Copper Ridge Oil, Inc.",05137,00,00,OD,Five Mile,PA,Weis 25,Olean,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",10088,00,00,Oil,Lakeshore,AC,Knight 38,Ripley,Medina
0,Allegany,"Hogan Energy, Inc.",69792,00,00,IW,Clarksville,PA,Burger 41,Clarksville,Not Applicable
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,64106,00,00,OD,Four Mile,AC,Minderler 11,Allegany,Bradford
0,Allegany,"Lane Oil Company, LLC",66239,00,00,IW,Ford's Brook,IN,Fasssett w3,Alma,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12414,00,00,Oil,Lakeshore,AC,Wise 135,Pomfret,Medina
0,Chautauqua,Unknown,02784,00,00,Oil,Lakeshore,UM,Kuehn J and W,Sheridan,Medina
0,Steuben,"Yahn & Yahn, Inc.",09588,00,00,OD,Beech Hill-Independence,AC,Barney-Edwards 04,West Union,Fulmer Valley
0,Onondaga,"Gale, Thomas",00938,00,00,SG,Not Applicable,UL,Gale,Salina,Not Applicable
0,Erie,Unknown,67691,00,00,Oil,Alden-Lancaster,UN,Schul 1,Clarence,Not Applicable
0,Livingston,"Kissinger, C.",04056,00,00,DW,Not Applicable,UL,Marshall,Avon,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",11253,00,00,Oil,Lakeshore,AC,Haynor 217,Westfield,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11482,00,00,Oil,Lakeshore,AC,Wellman 120,Stockton,Medina
0,Chautauqua,PPP Future Development Inc.,11785,00,00,Oil,Lakeshore,AC,Eastman-Seymour 1,North Harmony,Medina
0,Cattaraugus,"Kellner, Christian F.",64676,00,00,OD,Bradford,IN,Utter Purchase 44,Allegany,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",11206,00,00,Oil,Lakeshore,AC,Mogen David 1,Portland,Medina
0,Allegany,"C.O.G. Development & Resources, Inc.",65298,00,00,OD,Richburg,IN,Meadowbank mc9,Bolivar,Richburg
0,Cattaraugus,"Dieteman, Peter H.",67351,00,00,OD,Chipmunk,NR,Closser 27,Carrollton,Chipmunk
0,Chautauqua,"Vertical Energy, Inc.",06062,00,00,OD,Busti,PA,McIntyre 3,Busti,Glade
0,Allegany,PPP Future Development Inc.,21164,00,00,OD,Fulmer Valley,AC,Covill 88-1,Andover,Fulmer Valley
0,Allegany,Pine Oil Co.,65703,00,00,IW,Richburg,IN,Pine Oil 116,Genesee,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",11433,00,00,OD,Busti,SI,Muntz 8,Busti,Glade
0,Steuben,"Chesapeake Appalachia, LLC",22949,00,00,GW,Beans Station,PA,Gray 624468,Prattsburg,Black River
0,Erie,"Stedman Energy, Inc.",16517,00,00,Oil,Brant-Eden,AC,Milius,Brant,Grimsby
0,Chautauqua,"Empire Energy E & P, LLC",12259,00,00,Oil,Lakeshore,AC,Watrous 1348,Hanover,Medina
0,Allegany,Estate of James Robert Wells,66656,00,00,OD,Richburg,PA,Wyvell 4,Alma,Richburg
0,Livingston,Lenape Resources LLC,17300,00,00,Oil,Uhley Corners-Caledonia,AC,Donnan 97,York,Medina
0,Cattaraugus,Greenridge Oil Company LLC,22612,00,00,Oil,Lakeshore,AC,Gardner 1,Leon,Whirlpool
0,Erie,"Aldinger, Naomi R.",18708,00,00,Oil,Alden-Lancaster,AC,Aldinger 1,Alden,Medina
0,Chautauqua,"Dougherty, F.L.",01485,00,00,Oil,Lakeshore,UM,Mirth,Sheridan,Medina
0,Wyoming,Lenape Resources LLC,17230,00,00,Oil,Leicester,IN,Taylor Farms 117,Covington,Medina
0,Oneida,Unknown,01029,00,00,DW,Not Applicable,UN,Dodge Or Verona Well,Verona,Not Applicable
0,Erie,NY Gas & Elec.,03216,00,00,Oil,Alden-Lancaster,UN,Swilling Fred,Alden,Not Applicable
0,Erie,"Roche, E. Michael",19084,00,00,Oil,Elma,AC,Curley 1,Elma,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11063,00,00,Oil,Lakeshore,AC,Bowen 219,Westfield,Medina
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,67770,00,00,OD,Four Mile,IN,Oak Hill 16,Allegany,Bradford
0,Erie,Iroquois Gas Corp.,03706,00,00,Oil,Alden-Lancaster,PA,Hall O A Estate 1,Lancaster,Medina
0,Erie,Iroquois Gas Corp.,03207,00,00,Oil,Alden-Lancaster,PA,Chaplin Harvey,Lancaster,Medina
0,Chautauqua,"Hills, Sharon J.",07694,00,00,Oil,Lakeshore,NR,Hills Sharon 1,Pomfret,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11801,00,00,Oil,Lakeshore,AC,Stelmach 1268,Dunkirk,Medina
0,Allegany,"Greene, Sheldon K.",60954,00,00,OD,Richburg,IN,Wightman 13,Wirt,Richburg
0,Cattaraugus,"McCracken Oil & Gas, LLC",22158,00,00,OD,Bradford,AC,Meuller 4,Carrollton,"Chipmunk, Bradford 1st & 2nd"
0,Cattaraugus,M. J. McCaffery Oil Co.,67345,00,00,OD,Chipmunk,NR,Sue 23,Carrollton,Chipmunk
0,Erie,"Stedman Energy, Inc.",17008,00,00,Oil,Lakeview,AC,Grupp 3,Evans,Medina
0,Chautauqua,PPP Future Development Inc.,12055,00,00,Oil,Lakeshore,AC,Hanson 1,North Harmony,Medina
0,Chautauqua,"Empire Energy E & P, LLC",13547,00,00,Oil,Lakeshore,AC,"Orton, J 1",Ripley,Medina
0,Chautauqua,Greenridge Oil Company LLC,18996,00,00,Oil,Lakeshore,AC,Watso  2,Ripley,Medina
0,Chautauqua,PPP Future Development Inc.,20903,00,00,Oil,Lakeshore,AC,Pascatore 1 6724,Busti,Medina
0,Ontario,PPP Future Development Inc.,21465,00,00,Oil,East Bloomfield,AC,Steele 7226,East Bloomfield,Medina
0,Allegany,Moose Oil Co.,61108,00,00,OD,Richburg,UL,Tullar 028,Bolivar,Waugh & Porter
0,Allegany,"Saint John Exploration & Production, Inc.",67541,00,00,IW,Richburg,IN,Big Four 4x,Bolivar,Richburg
0,Erie,"Schreiner Oil and Gas, Inc.",14407,00,00,Oil,East Aurora,IN,McNeil 829,Aurora,Medina
0,Genesee,United States Gypsum Company,17463,00,00,Oil,Huron Creek,AC,Swanson 1,Pembroke,Medina
0,Allegany,"Collins, Dave",67714,00,00,IW,Richburg,IN,Vincent 0145,Scio,Richburg
0,Allegany,Estate of James Robert Wells,05518,00,00,OW,Richburg,AC,13-79,Alma,Richburg
0,Erie,Iroquois Gas Corp.,03334,00,00,Oil,Colden,PA,Smith W 1,Aurora,Medina
0,Chautauqua,"Empire Energy E & P, LLC",21175,00,00,Oil,Lakeshore,AC,"Walker, F 1",Poland,Medina
0,Cattaraugus,BDH Oil Inc.,65046,00,00,OD,Chipmunk,PA,Nichols Run Ew-19,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Curtis & Son Oil, Inc.",05053,00,00,OD,Busti,AC,Donelson 3,Busti,Glade
0,Allegany,"Simon of Bolivar Enterprises, Inc.",65898,00,00,OD,Richburg,IN,A&F Oil Co. 80,Genesee,Richburg
0,Cattaraugus,PPP Future Development Inc.,20283,00,00,Oil,Lakeshore,AC,N. & M. J. Herrington 2,Perrysburg,Medina
0,Chautauqua,PPP Future Development Inc.,12991,00,00,Oil,Lakeshore,AC,Odonohue 1,Pomfret,Medina
0,Allegany,Moose Oil Co.,61004,00,00,OD,Richburg,PA,Myrtle 2,Bolivar,Richburg
0,Cattaraugus,BDH Oil Inc.,65086,00,00,OD,Chipmunk,UL,Nichols Run Go-6,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Stedman Energy, Inc.",15692,00,00,Oil,Lakeshore,AC,NYSRA 1-1,Cherry Creek,Medina
0,Steuben,Sawyer-Robinson,00324,00,00,DW,Not Applicable,UM,Clark 1,Prattsburg,Not Applicable
0,Broome,National Drilling & Dev.,00730,00,00,DW,Not Applicable,UN,Chase Troy Chem Co 1,Maine,Not Applicable
0,Chemung,"Chesapeake Appalachia, LLC",22899,01,00,DW,Not Applicable,PM,Trimber 624536-A,Erin,Black River
0,Chautauqua,PPP Future Development Inc.,12242,00,00,Oil,Lakeshore,AC,Ball 490,Arkwright,Medina
0,Allegany,"Plants and Goodwin, Inc.",62322,00,00,OD,Richburg,PA,Sawyer 1,Bolivar,Richburg
0,Cattaraugus,Case Brothers Inc.,22121,00,00,OD,Chipmunk,IN,C&T 16,Carrollton,Bradford 1st & Chipmunk
0,Erie,"Sahlem, William J.",20812,00,00,Oil,East Aurora,IN,Siwiec 2,Aurora,Grimsby
0,Chautauqua,"Empire Energy E & P, LLC",12391,00,00,Oil,Lakeshore,AC,Ball 483,Arkwright,Medina
0,Chautauqua,"Stedman Energy, Inc.",16384,00,00,Oil,Lakeshore,AC,Persons 2,Sherman,Medina
0,Chautauqua,"Universal Resources Holdings, Inc.",20267,00,00,Oil,Gerry-Charlotte,IN,Sass/Pavlock Unit Well 1,Charlotte,Medina
0,Genesee,Iroquois Gas Corp.,04434,00,00,DW,Not Applicable,PA,Goodman 1,Alexander,Not Applicable
0,Cattaraugus,South Penn Oil Co.,07487,00,00,Oil,Rice Brook,UN,Allegany State Park 187,Carrollton,Rice Brook
0,Cayuga,"OI Auburn, Inc.",13601,00,00,GE,West Auburn,AC,Delaney Tom & Mary T119-2,Throop,Queenston
0,Chautauqua,"Decker, James K. & Tiffany J.",11191,00,00,OD,Busti,AC,Muntz-Angle 14,Busti,Glade
0,Chautauqua,"Empire Energy E & P, LLC",21961,00,00,Oil,Lakeshore,AC,"Jarvis, R 1",Pomfret,Medina
0,Erie,"Stedman Energy, Inc.",16970,00,00,Oil,Lakeview,AC,Greene 2,Evans,Medina
0,Chautauqua,PPP Future Development Inc.,18175,00,00,Oil,Lakeshore,AC,"Anderson, P 1",Ellington,Medina
0,Cattaraugus,BDH Oil Inc.,65123,00,00,IW,Chipmunk,PA,Nichols Run Gw-17,Allegany,Chipmunk & Bradford 2nd
0,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14217,00,00,OD,Chipmunk,NR,Seneca Reservation 182,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",18142,00,00,Oil,Lakeshore,AC,Gerh 740 1,Mina,Medina
0,Allegany,Moose Oil Co.,61095,00,00,OD,Richburg,PA,Tullar 015,Bolivar,Waugh & Porter
0,Erie,Operating Engineers Local 17 Training Fund,07261,00,00,GE,Orchard Park-Hamburg,AC,Acme Shale Brick Co 2,Hamburg,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",17778,00,00,Oil,Lakeshore,AC,"Lockwood, G 1",Conewango,Medina
0,Chautauqua,PPP Future Development Inc.,18419,00,00,Oil,Lakeshore,AC,C. Anderson 4,Ellington,Medina
0,Chautauqua,PPP Future Development Inc.,18337,00,00,Oil,Lakeshore,AC,Mee 1,Poland,Medina
0,Cattaraugus,"Copper Ridge Oil, Inc.",05454,00,00,OD,Five Mile,PA,Lunn Stopfel & Place L19,Olean,Bradford
